,angles,ranges
0,2.9789278507232666,1.3049999475479126
1,2.993445816449821,1.3209999799728394
2,3.0079637821763754,1.3359999656677246
3,3.02248174790293,1.3519999980926514
4,3.036999713629484,1.3669999837875366
5,3.0515176793560386,1.3830000162124634
6,3.066035645082593,1.3980000019073486
7,3.0805536108091474,1.3980000019073486
8,3.0950715765357018,1.3669999837875366
9,3.109589542262256,1.3519999980926514
10,3.1241075079888105,1.3359999656677246
11,3.138625473715365,1.3209999799728394
12,3.152588129043579,1.3049999475479126
13,3.166344496421516,1.2899999618530273
14,3.180100863799453,1.2740000486373901
15,3.1938572311773896,1.2589999437332153
16,3.2076135985553265,1.2430000305175781
17,3.2213699659332633,1.2269999980926514
18,3.2351263333112,1.2120000123977661
19,3.248882700689137,1.2120000123977661
20,3.262639068067074,1.1959999799728394
21,3.2763954354450107,1.180999994277954
22,3.2901518028229475,1.1649999618530273
23,3.3039081702008843,1.1649999618530273
24,3.318394422531128,1.149999976158142
25,3.332214256748557,1.1339999437332153
26,3.3460340909659863,1.1339999437332153
27,3.3598539251834154,1.11899995803833
28,3.3736737594008446,1.1030000448226929
29,3.3874935936182737,1.1030000448226929
30,3.401313427835703,1.1030000448226929
31,3.415133262053132,1.0880000591278076
32,3.428953096270561,1.0720000267028809
33,3.4427729304879904,1.0720000267028809
34,3.4565927647054195,1.0410000085830688
35,3.4704125989228487,1.0410000085830688
36,3.4842007160186768,1.0410000085830688
37,3.4980364171788096,1.0410000085830688
38,3.5118721183389425,1.0260000228881836
39,3.5257078194990754,1.0260000228881836
40,3.5395435206592083,1.0260000228881836
41,3.553379221819341,1.0099999904632568
42,3.567214922979474,1.0099999904632568
43,3.581050624139607,1.0099999904632568
44,3.59488632529974,1.0099999904632568
45,3.6087220264598727,1.0099999904632568
46,3.6225577276200056,0.9950000047683716
47,3.6363934287801385,0.9950000047683716
48,3.649657964706421,0.9950000047683716
49,3.66347779892385,0.9950000047683716
50,3.677297633141279,0.9789999723434448
51,3.6911174673587084,0.9639999866485596
52,3.7049373015761375,0.9480000138282776
53,3.7187571357935667,0.9639999866485596
54,3.732576970010996,0.9480000138282776
55,3.746396804228425,0.9639999866485596
56,3.760216638445854,0.9639999866485596
57,3.7740364726632833,0.9639999866485596
58,3.7878563068807125,0.9639999866485596
59,3.8016761410981417,0.9480000138282776
60,3.815638780593872,0.9480000138282776
61,3.8294427478685975,0.9639999866485596
62,3.843246715143323,0.9639999866485596
63,3.8570506824180484,0.9789999723434448
64,4.445845570415258,1.6929999589920044
65,4.459665404632688,1.6619999408721924
66,4.473453521728516,1.63100004196167
67,4.486940156668425,1.600000023841858
68,4.500426791608334,1.5839999914169312
69,4.513913426548243,1.5379999876022339
70,4.5274000614881516,1.5219999551773071
71,4.5408866964280605,1.4910000562667847
72,4.5543733313679695,1.4759999513626099
73,4.5678599663078785,1.4600000381469727
74,4.5813466012477875,1.4290000200271606
75,4.5948332361876965,1.4140000343322754
76,4.608319871127605,1.3980000019073486
77,4.621806506067514,1.3669999837875366
78,4.635594367980957,1.3519999980926514
79,4.6494776690378785,1.3359999656677246
80,4.6633609700948,1.3209999799728394
81,4.6772442711517215,1.3049999475479126
82,4.691127572208643,1.2899999618530273
83,4.705010873265564,1.2740000486373901
84,4.718894174322486,1.2589999437332153
85,4.732777475379407,1.2589999437332153
86,4.746660776436329,1.2430000305175781
87,4.76054407749325,1.2120000123977661
88,4.774427378550172,1.2120000123977661
89,4.788310679607093,1.1959999799728394
90,4.802098751068115,1.1959999799728394
91,4.816664316691458,1.180999994277954
92,4.831229882314801,1.180999994277954
93,4.845795447938144,1.149999976158142
94,4.860361013561487,1.149999976158142
95,4.87492657918483,1.1339999437332153
96,4.889492144808173,1.1339999437332153
97,4.904057710431516,1.11899995803833
98,4.918623276054859,1.1030000448226929
99,4.933188841678202,1.1030000448226929
100,4.947754407301545,1.1030000448226929
101,4.962319972924888,1.1030000448226929
102,4.976980686187744,1.0880000591278076
103,4.991149586625397,1.0720000267028809
104,5.00531848706305,1.0720000267028809
105,5.019487387500703,1.0720000267028809
106,5.033656287938356,1.0570000410079956
107,5.0478251883760095,1.0570000410079956
108,5.0619940888136625,1.0410000085830688
109,5.076162989251316,1.0410000085830688
110,5.090331889688969,1.0410000085830688
111,5.104500790126622,1.0410000085830688
112,5.118669690564275,1.0260000228881836
113,5.132838591001928,1.0260000228881836
114,5.146626949310303,1.0099999904632568
115,5.160557850264013,1.0099999904632568
116,5.174488751217723,0.9950000047683716
117,5.188419652171433,1.0099999904632568
118,5.202350553125143,1.0260000228881836
119,5.216281454078853,1.0099999904632568
120,5.230212355032563,1.0099999904632568
121,5.244143255986273,1.0099999904632568
