,angles,ranges,intensity
68,4.582457102835178,3.1089999675750732,210.0
69,4.59673706907779,3.4189999103546143,221.0
70,4.611017035320401,3.434000015258789,222.0
71,4.625297001563013,4.364999771118164,220.0
72,4.639608860015869,4.380000114440918,221.0
73,4.653349361382425,4.410999774932861,223.0
74,4.6670898627489805,4.458000183105469,222.0
75,4.680830364115536,4.488999843597412,223.0
76,4.694570865482092,4.534999847412109,223.0
77,4.708311366848648,1.6519999504089355,217.0
78,4.722051868215203,1.6360000371932983,233.0
79,4.735792369581759,1.6050000190734863,232.0
80,4.749532870948315,1.5740000009536743,231.0
81,4.76327337231487,1.5429999828338623,233.0
82,4.777013873681426,1.527999997138977,235.0
83,4.790754375047982,1.496999979019165,233.0
84,4.804542541503906,1.465999960899353,234.0
85,4.817918110638857,1.4500000476837158,235.0
86,4.8312936797738075,1.434999942779541,238.0
87,4.844669248908758,1.4040000438690186,235.0
88,4.858044818043709,1.3880000114440918,235.0
89,4.871420387178659,1.3730000257492065,240.0
90,4.88479595631361,1.3569999933242798,237.0
91,4.898171525448561,1.3420000076293945,238.0
92,4.911547094583511,1.3259999752044678,239.0
93,4.924922663718462,1.2949999570846558,238.0
94,4.938298232853413,1.2799999713897705,237.0
95,4.951673801988363,1.2640000581741333,238.0
96,4.964763641357422,1.2489999532699585,239.0
97,4.978932541795075,1.2330000400543213,238.0
98,4.993101442232728,1.218000054359436,242.0
99,5.007270342670381,1.2020000219345093,241.0
100,5.021439243108034,1.2020000219345093,238.0
101,5.035608143545687,1.187000036239624,241.0
102,5.04977704398334,1.187000036239624,240.0
103,5.063945944420993,1.1710000038146973,238.0
104,5.078114844858646,1.156000018119812,239.0
105,5.0922837452962995,1.125,241.0
106,5.1064526457339525,1.125,239.0
107,5.120621546171606,1.125,241.0
108,5.135107517242432,1.125,241.0
109,5.148848018608987,1.1089999675750732,239.0
110,5.162588519975543,1.093999981880188,238.0
111,5.176329021342099,1.093999981880188,241.0
112,5.190069522708654,1.0779999494552612,241.0
113,5.20381002407521,1.0779999494552612,240.0
114,5.217550525441766,1.0779999494552612,241.0
115,5.2312910268083215,1.062999963760376,240.0
116,5.245031528174877,1.0470000505447388,238.0
117,5.258772029541433,1.0470000505447388,239.0
118,5.2725125309079885,1.0470000505447388,240.0
119,5.286253032274544,1.031000018119812,241.0
120,5.300041198730469,1.031000018119812,241.0
121,5.31392449978739,1.0160000324249268,240.0
122,5.327807800844312,1.0160000324249268,243.0
123,5.341691101901233,1.0160000324249268,242.0
124,5.355574402958155,1.0,241.0
125,5.369457704015076,1.0,240.0
126,5.383341005071998,1.0,241.0
127,5.397224306128919,1.0,240.0
128,5.411107607185841,0.9850000143051147,238.0
129,5.424990908242762,0.9850000143051147,239.0
130,5.438874209299684,0.9850000143051147,243.0
131,5.452757510356605,0.9850000143051147,240.0
132,5.465847492218018,0.9850000143051147,241.0
133,5.479699059389532,0.9850000143051147,241.0
134,5.493550626561046,0.9850000143051147,239.0
135,5.50740219373256,0.9850000143051147,240.0
136,5.521253760904074,0.968999981880188,238.0
137,5.535105328075588,0.968999981880188,238.0
138,5.548956895247102,0.968999981880188,241.0
139,5.562808462418616,0.968999981880188,240.0
140,5.57666002959013,0.968999981880188,240.0
141,5.590511596761644,0.968999981880188,238.0
142,5.604363163933158,0.968999981880188,239.0
143,5.618214731104672,0.968999981880188,240.0
144,5.632002830505371,0.968999981880188,240.0
145,5.645743331871927,0.968999981880188,242.0
146,5.6594838332384825,0.968999981880188,239.0
147,5.673224334605038,0.968999981880188,239.0
148,5.686964835971594,0.968999981880188,238.0
149,5.7007053373381495,0.9539999961853027,241.0
150,5.714445838704705,0.968999981880188,239.0
151,5.728186340071261,0.968999981880188,240.0
152,5.741926841437817,0.968999981880188,240.0
153,5.755667342804372,0.968999981880188,240.0
154,5.769407844170928,0.968999981880188,241.0
155,5.783148345537484,0.968999981880188,240.0
156,5.796936511993408,0.968999981880188,238.0
157,5.81148621160537,0.968999981880188,238.0
158,5.826035911217332,0.9539999961853027,238.0
159,5.840585610829294,0.9850000143051147,238.0
160,5.855135310441256,0.9850000143051147,239.0
161,5.869685010053217,0.9850000143051147,239.0
162,5.884234709665179,0.9850000143051147,240.0
163,5.898784409277141,1.0,241.0
164,5.913334108889103,1.0,240.0
165,5.927883808501065,1.0,241.0
166,5.942433508113027,0.9850000143051147,241.0
167,5.9569832077249885,1.0,241.0
168,5.970771312713623,1.0,239.0
169,5.984638746827841,1.0,239.0
170,5.998506180942059,1.0160000324249268,239.0
171,6.012373615056276,1.0160000324249268,239.0
172,6.026241049170494,1.031000018119812,241.0
173,6.040108483284712,1.0470000505447388,241.0
174,6.05397591739893,1.0470000505447388,241.0
175,6.067843351513147,1.0470000505447388,238.0
176,6.081710785627365,1.0470000505447388,237.0
177,6.095578219741583,1.062999963760376,238.0
178,6.109445653855801,1.062999963760376,243.0
179,6.123313087970018,1.0779999494552612,241.0
180,6.1364030838012695,1.0779999494552612,240.0
181,5.578849732875824,1.093999981880188,240.0
182,5.021296381950378,1.093999981880188,241.0
183,4.463743031024933,1.1089999675750732,242.0
184,3.9061896800994873,1.1089999675750732,241.0
185,3.3486363291740417,1.125,240.0
186,2.791082978248596,1.125,241.0
187,2.2335296273231506,1.1399999856948853,241.0
188,1.675976276397705,1.1399999856948853,239.0
189,1.1184229254722595,1.1710000038146973,239.0
190,0.560869574546814,1.1710000038146973,241.0
191,0.003316223621368408,1.187000036239624,240.0
192,0.01780235767364502,1.2020000219345093,239.0
193,0.03149525914341211,1.2020000219345093,240.0
194,0.04518816061317921,1.218000054359436,240.0
195,0.0588810620829463,1.218000054359436,240.0
196,0.0725739635527134,1.2489999532699585,239.0
197,0.08626686502248049,1.2640000581741333,239.0
198,0.09995976649224758,1.2799999713897705,241.0
199,0.11365266796201468,1.2949999570846558,239.0
200,0.12734556943178177,1.3109999895095825,240.0
201,0.14103847090154886,1.3259999752044678,240.0
202,0.15473137237131596,1.3420000076293945,241.0
203,0.16842427384108305,1.3569999933242798,241.0
204,0.18221236765384674,1.3880000114440918,240.0
205,0.1960798017680645,1.3880000114440918,242.0
206,0.20994723588228226,1.3880000114440918,241.0
207,0.22381466999650002,1.3730000257492065,241.0
208,0.23768210411071777,1.3569999933242798,241.0
209,0.25154953822493553,1.3420000076293945,242.0
210,0.2654169723391533,1.3259999752044678,240.0
211,0.27928440645337105,1.3109999895095825,240.0
212,0.2931518405675888,1.2949999570846558,240.0
213,0.30701927468180656,1.2799999713897705,241.0
214,0.3208867087960243,1.2640000581741333,241.0
215,0.3347541429102421,1.2640000581741333,240.0
216,0.3480186462402344,1.2489999532699585,239.0
217,0.3623462123796344,1.218000054359436,242.0
218,0.3766737785190344,1.218000054359436,242.0
219,0.3910013446584344,1.218000054359436,239.0
220,0.4053289107978344,1.2020000219345093,242.0
221,0.4196564769372344,1.187000036239624,241.0
222,0.4339840430766344,1.1710000038146973,242.0
223,0.4483116092160344,1.1710000038146973,240.0
224,0.4626391753554344,1.156000018119812,240.0
225,0.4769667414948344,1.156000018119812,242.0
226,0.49129430763423443,1.1399999856948853,240.0
227,0.5056218737736344,1.1399999856948853,241.0
228,0.5199335813522339,1.125,241.0
229,0.5331822168081999,1.1089999675750732,240.0
230,0.5464308522641659,1.1089999675750732,241.0
231,0.5596794877201319,1.1089999675750732,240.0
232,0.5729281231760979,1.093999981880188,240.0
233,0.5861767586320639,1.093999981880188,241.0
234,0.5994253940880299,1.093999981880188,238.0
235,0.6126740295439959,1.0779999494552612,239.0
236,0.6259226649999619,1.062999963760376,239.0
237,0.6391713004559278,1.0779999494552612,241.0
238,0.6524199359118938,1.062999963760376,241.0
239,0.6656685713678598,1.062999963760376,238.0
240,0.6794566512107849,1.062999963760376,241.0
241,0.6933240853250027,1.062999963760376,238.0
242,0.7071915194392204,1.0470000505447388,238.0
243,0.7210589535534382,1.0470000505447388,237.0
244,0.734926387667656,1.0470000505447388,235.0
245,0.7487938217818737,1.0470000505447388,235.0
246,0.7626612558960915,1.0470000505447388,236.0
247,0.7765286900103092,1.031000018119812,240.0
248,0.790396124124527,1.0160000324249268,239.0
249,0.8042635582387447,1.031000018119812,239.0
250,0.8181309923529625,1.0160000324249268,239.0
251,0.8319984264671803,1.031000018119812,241.0
252,0.8452629446983337,1.031000018119812,240.0
253,0.8588923793286085,1.0160000324249268,239.0
254,0.8725218139588833,1.0,240.0
255,0.8861512485891581,1.0160000324249268,239.0
256,0.8997806832194328,1.0160000324249268,239.0
257,0.9134101178497076,1.0,237.0
258,0.9270395524799824,1.0160000324249268,238.0
259,0.9406689871102571,1.0160000324249268,238.0
260,0.9542984217405319,1.0160000324249268,237.0
261,0.9679278563708067,1.0160000324249268,240.0
262,0.9815572910010815,1.0160000324249268,237.0
263,0.9951867256313562,1.0160000324249268,240.0
264,1.009672999382019,1.031000018119812,240.0
265,1.024349631741643,1.031000018119812,241.0
266,1.0390262641012669,1.031000018119812,240.0
267,1.0537028964608908,1.031000018119812,240.0
268,1.0683795288205147,1.031000018119812,241.0
269,1.0830561611801386,1.031000018119812,240.0
270,1.0977327935397625,1.031000018119812,241.0
271,1.1124094258993864,1.0470000505447388,240.0
272,1.1270860582590103,1.031000018119812,239.0
273,1.1417626906186342,1.0470000505447388,237.0
274,1.1564393229782581,1.0470000505447388,237.0
275,1.171115955337882,1.0470000505447388,235.0
276,1.1849039793014526,1.062999963760376,240.0
277,1.198707946576178,1.062999963760376,238.0
278,1.2125119138509035,1.062999963760376,241.0
279,1.226315881125629,1.062999963760376,241.0
280,1.2401198484003544,1.0779999494552612,241.0
281,1.2539238156750798,1.0779999494552612,240.0
282,1.2677277829498053,1.0779999494552612,240.0
283,1.2815317502245307,1.0779999494552612,241.0
284,1.2953357174992561,1.093999981880188,240.0
285,1.3091396847739816,1.093999981880188,241.0
286,1.322943652048707,1.1089999675750732,241.0
287,1.3367476193234324,1.1089999675750732,241.0
288,1.3505357503890991,1.1089999675750732,241.0
289,1.3643555846065283,1.125,241.0
290,1.3781754188239574,1.125,240.0
291,1.3919952530413866,1.1399999856948853,242.0
292,1.4058150872588158,1.1399999856948853,240.0
293,1.419634921476245,1.156000018119812,239.0
294,1.433454755693674,1.156000018119812,242.0
295,1.4472745899111032,1.1710000038146973,241.0
296,1.4610944241285324,1.1710000038146973,241.0
297,1.4749142583459616,1.187000036239624,242.0
298,1.4887340925633907,1.2020000219345093,243.0
299,1.50255392678082,1.2020000219345093,242.0
300,1.5170401334762573,1.218000054359436,242.0
301,1.530780634842813,1.2330000400543213,241.0
302,1.5445211362093687,1.2489999532699585,240.0
303,1.5582616375759244,1.2489999532699585,241.0
304,1.57200213894248,1.2640000581741333,239.0
305,1.5857426403090358,1.2799999713897705,241.0
306,1.5994831416755915,1.2949999570846558,239.0
307,1.6132236430421472,1.3109999895095825,240.0
308,1.6269641444087029,1.3259999752044678,238.0
309,1.6407046457752585,1.3259999752044678,240.0
310,1.6544451471418142,1.3420000076293945,237.0
311,1.66818564850837,1.3730000257492065,239.0
312,1.6819738149642944,1.3730000257492065,239.0
313,1.6953335171565413,1.4040000438690186,240.0
314,1.7086932193487883,1.4190000295639038,240.0
315,1.7220529215410352,1.434999942779541,239.0
316,1.735412623733282,1.434999942779541,241.0
317,1.748772325925529,1.4190000295639038,238.0
318,1.762132028117776,1.4040000438690186,237.0
319,1.7754917303100228,1.3730000257492065,237.0
320,1.7888514325022697,1.3569999933242798,238.0
321,1.8022111346945167,1.3420000076293945,236.0
322,1.8155708368867636,1.3259999752044678,236.0
323,1.8289305390790105,1.3259999752044678,236.0
324,1.842893123626709,1.2949999570846558,239.0
325,1.8567605577409267,1.2799999713897705,239.0
326,1.8706279918551445,1.2640000581741333,238.0
327,1.8844954259693623,1.2640000581741333,235.0
328,1.89836286008358,1.2489999532699585,239.0
329,1.9122302941977978,1.2330000400543213,240.0
330,1.9260977283120155,1.218000054359436,239.0
331,1.9399651624262333,1.2020000219345093,240.0
332,1.953832596540451,1.2020000219345093,238.0
333,1.9677000306546688,1.187000036239624,240.0
334,1.9815674647688866,1.187000036239624,240.0
335,1.9954348988831043,1.1710000038146973,239.0
336,2.009921073913574,1.156000018119812,241.0
337,2.02366157528013,1.1399999856948853,238.0
338,2.0374020766466856,1.1399999856948853,240.0
339,2.0511425780132413,1.125,241.0
340,2.064883079379797,1.125,240.0
341,2.0786235807463527,1.1089999675750732,241.0
342,2.0923640821129084,1.1089999675750732,242.0
343,2.106104583479464,1.093999981880188,240.0
344,2.1198450848460197,1.093999981880188,239.0
345,2.1335855862125754,1.0779999494552612,241.0
346,2.147326087579131,1.0779999494552612,240.0
347,2.161066588945687,1.0779999494552612,241.0
348,2.1755528450012207,1.0779999494552612,241.0
349,2.189245746470988,1.062999963760376,240.0
350,2.202938647940755,1.062999963760376,239.0
351,2.216631549410522,1.0470000505447388,240.0
352,2.230324450880289,1.0470000505447388,239.0
353,2.244017352350056,1.0470000505447388,240.0
354,2.2577102538198233,1.031000018119812,241.0
355,2.2714031552895904,1.031000018119812,242.0
356,2.2850960567593575,1.0470000505447388,241.0
357,2.2987889582291245,1.031000018119812,241.0
358,2.3124818596988916,1.031000018119812,242.0
359,2.3261747611686587,1.031000018119812,242.0
360,2.339962959289551,1.031000018119812,240.0
361,2.3536082608625293,1.031000018119812,239.0
362,2.3672535624355078,1.0160000324249268,242.0
363,2.3808988640084863,1.0160000324249268,241.0
364,2.3945441655814648,1.0160000324249268,241.0
365,2.4081894671544433,1.0160000324249268,240.0
366,2.4218347687274218,1.0160000324249268,241.0
367,2.4354800703004003,1.0160000324249268,242.0
368,2.4491253718733788,1.0160000324249268,241.0
369,2.4627706734463573,1.0,240.0
370,2.4764159750193357,1.0,241.0
371,2.4900612765923142,1.0160000324249268,239.0
372,2.5033257007598877,0.9850000143051147,240.0
373,2.517129668034613,1.0,241.0
374,2.5309336353093386,1.0,240.0
375,2.544737602584064,1.0,241.0
376,2.5585415698587894,1.0,240.0
377,2.572345537133515,1.0,241.0
378,2.5861495044082403,1.0,243.0
379,2.5999534716829658,1.0,241.0
380,2.613757438957691,1.0,240.0
381,2.6275614062324166,1.0160000324249268,239.0
382,2.641365373507142,1.0,240.0
383,2.6551693407818675,1.0160000324249268,241.0
384,2.6696555614471436,1.0160000324249268,240.0
385,2.683697528205812,1.0160000324249268,240.0
386,2.6977394949644804,1.031000018119812,239.0
387,2.711781461723149,1.031000018119812,242.0
388,2.7258234284818172,1.031000018119812,241.0
389,2.7398653952404857,1.031000018119812,238.0
390,2.753907361999154,1.031000018119812,240.0
391,2.7679493287578225,1.031000018119812,241.0
392,2.781991295516491,1.0470000505447388,240.0
393,2.7960332622751594,1.0470000505447388,239.0
394,2.810075229033828,1.0470000505447388,239.0
395,2.824117195792496,1.0470000505447388,235.0
396,2.8379054069519043,1.0470000505447388,238.0
397,2.851772841066122,1.0470000505447388,240.0
398,2.86564027518034,1.0779999494552612,230.0
399,2.8795077092945576,1.0779999494552612,218.0
400,2.8933751434087753,1.0779999494552612,218.0
401,2.907242577522993,1.0779999494552612,218.0
402,2.921110011637211,1.093999981880188,226.0
403,2.9349774457514286,1.093999981880188,236.0
404,2.9488448798656464,1.1089999675750732,232.0
405,2.962712313979864,1.1089999675750732,228.0
406,2.976579748094082,1.1089999675750732,228.0
407,2.9904471822082996,1.125,226.0
408,3.001093626022339,1.125,226.0
409,3.014913460239768,1.1399999856948853,237.0
410,3.028733294457197,1.1399999856948853,242.0
411,3.0425531286746264,1.156000018119812,240.0
412,3.0563729628920555,1.156000018119812,242.0
413,3.0701927971094847,1.1710000038146973,239.0
414,3.084012631326914,1.187000036239624,241.0
415,3.097832465544343,1.187000036239624,241.0
416,3.111652299761772,1.2020000219345093,241.0
417,3.1254721339792013,1.218000054359436,240.0
418,3.1392919681966305,1.218000054359436,239.0
419,3.1531118024140596,1.2330000400543213,240.0
420,3.1674234867095947,1.2489999532699585,240.0
421,3.1809101216495037,1.2640000581741333,240.0
422,3.1943967565894127,1.2640000581741333,241.0
423,3.2078833915293217,1.2949999570846558,239.0
424,3.2213700264692307,1.2949999570846558,239.0
425,3.2348566614091396,1.3109999895095825,240.0
426,3.2483432963490486,1.3259999752044678,239.0
427,3.2618299312889576,1.3569999933242798,242.0
428,3.2753165662288666,1.3569999933242798,240.0
429,3.2888032011687756,1.3569999933242798,241.0
430,3.3022898361086845,1.3420000076293945,238.0
431,3.3157764710485935,1.3259999752044678,237.0
432,3.3295645713806152,1.2949999570846558,240.0
433,3.3434161385521293,1.2949999570846558,237.0
434,3.3572677057236433,1.2640000581741333,239.0
435,3.3711192728951573,1.2489999532699585,239.0
436,3.3849708400666714,1.2330000400543213,238.0
437,3.3988224072381854,1.218000054359436,239.0
438,3.4126739744096994,1.2020000219345093,240.0
439,3.4265255415812135,1.187000036239624,241.0
440,3.4403771087527275,1.187000036239624,240.0
441,3.4542286759242415,1.1710000038146973,239.0
442,3.4680802430957556,1.156000018119812,240.0
443,3.4819318102672696,1.1399999856948853,241.0
444,3.4951963424682617,1.125,239.0
445,3.508778177201748,1.125,240.0
446,3.522360011935234,1.1089999675750732,242.0
447,3.5359418466687202,1.1089999675750732,240.0
448,3.5495236814022064,1.093999981880188,241.0
449,3.5631055161356926,1.0779999494552612,239.0
450,3.5766873508691788,1.0779999494552612,241.0
451,3.590269185602665,1.0779999494552612,240.0
452,3.603851020336151,1.062999963760376,240.0
453,3.6174328550696373,1.0470000505447388,238.0
454,3.6310146898031235,1.0470000505447388,239.0
455,3.6445965245366096,1.031000018119812,240.0
456,3.6583845615386963,1.031000018119812,241.0
457,3.671744263730943,1.0160000324249268,240.0
458,3.68510396592319,1.0160000324249268,240.0
459,3.698463668115437,1.0160000324249268,240.0
460,3.711823370307684,1.0,238.0
461,3.725183072499931,0.9850000143051147,239.0
462,3.7385427746921778,1.0,238.0
463,3.7519024768844247,0.9850000143051147,240.0
464,3.7652621790766716,0.9850000143051147,240.0
465,3.7786218812689185,0.968999981880188,237.0
466,3.7919815834611654,0.9539999961853027,238.0
467,3.8053412856534123,0.968999981880188,239.0
468,3.819129467010498,0.968999981880188,240.0
469,3.832949301227927,0.9539999961853027,239.0
470,3.8467691354453564,0.9539999961853027,240.0
471,3.8605889696627855,0.9539999961853027,239.0
472,3.8744088038802147,0.9539999961853027,238.0
473,3.888228638097644,0.9539999961853027,238.0
474,3.902048472315073,0.9380000233650208,238.0
475,3.915868306532502,0.9380000233650208,240.0
476,3.9296881407499313,0.9380000233650208,239.0
477,3.9435079749673605,0.9229999780654907,236.0
478,3.9573278091847897,0.9380000233650208,238.0
479,3.971147643402219,0.9380000233650208,236.0
480,3.984935760498047,0.9229999780654907,235.0
481,3.9985810620710254,0.9070000052452087,234.0
482,4.012226363644004,0.9229999780654907,234.0
483,4.025871665216982,0.9229999780654907,237.0
484,4.039516966789961,0.9229999780654907,236.0
485,4.053162268362939,0.9070000052452087,235.0
486,4.066807569935918,0.9229999780654907,236.0
487,4.080452871508896,0.9229999780654907,238.0
488,4.094098173081875,0.9380000233650208,218.0
489,4.107743474654853,1.9459999799728394,221.0
490,4.121388776227832,1.9620000123977661,223.0
491,4.13503407780081,1.9930000305175781,224.0
492,4.14882230758667,2.007999897003174,222.0
493,4.162562808953226,3.822000026702881,220.0
494,4.176303310319781,2.8299999237060547,219.0
495,4.190043811686337,2.8299999237060547,224.0
496,4.203784313052893,2.8299999237060547,226.0
497,4.217524814419448,2.8299999237060547,224.0
498,4.231265315786004,2.7990000247955322,218.0
499,4.24500581715256,2.7829999923706055,225.0
500,4.2587463185191154,2.7829999923706055,226.0
501,4.272486819885671,2.7990000247955322,223.0
502,4.286227321252227,6.644000053405762,217.0
503,4.2999678226187825,6.658999919891357,222.0
504,4.303981781005859,6.675000190734863,222.0
505,4.317722282372415,6.395999908447266,212.0
506,4.331462783738971,6.736999988555908,213.0
507,4.3452032851055264,6.177999973297119,215.0
508,4.358943786472082,6.146999835968018,218.0
509,4.372684287838638,2.441999912261963,216.0
510,4.3864247892051935,6.177999973297119,210.0
511,4.400165290571749,3.1710000038146973,211.0
512,4.413905791938305,3.4189999103546143,100.0
513,4.427646293304861,4.829999923706055,217.0
514,4.441386794671416,4.76800012588501,220.0
515,4.455127296037972,4.751999855041504,219.0
516,4.4689154624938965,3.6050000190734863,224.0
517,4.4830843629315495,3.6050000190734863,227.0
518,4.497253263369203,3.6050000190734863,225.0
519,4.511422163806856,2.565999984741211,222.0
520,4.525591064244509,2.5820000171661377,223.0
521,4.539759964682162,2.5969998836517334,220.0
522,4.553928865119815,3.51200008392334,221.0
523,4.568097765557468,3.496000051498413,222.0
524,4.582266665995121,3.0929999351501465,210.0
525,4.596435566432774,3.434000015258789,218.0
526,4.610604466870427,3.4189999103546143,224.0
527,4.62477336730808,4.348999977111816,220.0
528,4.637863636016846,4.380000114440918,223.0
529,4.651667603291571,4.410999774932861,224.0
530,4.665471570566297,4.458000183105469,224.0
531,4.679275537841022,4.488999843597412,221.0
532,4.6930795051157475,4.519999980926514,223.0
533,4.706883472390473,4.565999984741211,218.0
534,4.720687439665198,1.6360000371932983,231.0
535,4.734491406939924,1.621000051498413,232.0
536,4.748295374214649,1.590000033378601,233.0
537,4.762099341489375,1.559000015258789,234.0
538,4.7759033087641,1.527999997138977,237.0
539,4.7897072760388255,1.5119999647140503,236.0
540,4.804193496704102,1.4809999465942383,234.0
541,4.816759867593646,1.465999960899353,237.0
542,4.8293262384831905,1.434999942779541,235.0
543,4.841892609372735,1.4190000295639038,232.0
544,4.8544589802622795,1.3880000114440918,236.0
545,4.867025351151824,1.3730000257492065,237.0
546,4.8795917220413685,1.3569999933242798,237.0
547,4.892158092930913,1.3420000076293945,238.0
548,4.9047244638204575,1.3259999752044678,238.0
549,4.917290834710002,1.3109999895095825,239.0
550,4.929857205599546,1.2949999570846558,239.0
551,4.942423576489091,1.2799999713897705,239.0
552,4.956211566925049,1.2640000581741333,240.0
553,4.970301133580506,1.2489999532699585,240.0
554,4.984390700235963,1.2330000400543213,240.0
555,4.99848026689142,1.218000054359436,240.0
556,5.012569833546877,1.2020000219345093,239.0
557,5.026659400202334,1.187000036239624,241.0
558,5.040748966857791,1.187000036239624,240.0
559,5.054838533513248,1.1710000038146973,242.0
560,5.068928100168705,1.156000018119812,241.0
561,5.083017666824162,1.156000018119812,242.0
562,5.097107233479619,1.1399999856948853,239.0
563,5.111196800135076,1.125,241.0
564,5.1244611740112305,1.125,241.0
565,5.138265141285956,1.1089999675750732,241.0
566,5.152069108560681,1.093999981880188,240.0
567,5.165873075835407,1.093999981880188,241.0
568,5.179677043110132,1.0779999494552612,240.0
569,5.193481010384858,1.0779999494552612,243.0
570,5.207284977659583,1.0779999494552612,242.0
571,5.2210889449343085,1.062999963760376,241.0
572,5.234892912209034,1.062999963760376,241.0
573,5.248696879483759,1.0470000505447388,241.0
574,5.262500846758485,1.0470000505447388,240.0
575,5.27630481403321,1.031000018119812,241.0
576,5.290791034698486,1.0160000324249268,241.0
577,5.304325269535184,1.031000018119812,242.0
578,5.3178595043718815,1.0160000324249268,241.0
579,5.331393739208579,1.0160000324249268,240.0
580,5.344927974045277,1.0160000324249268,241.0
581,5.358462208881974,1.0,240.0
582,5.371996443718672,1.0,239.0
583,5.385530678555369,1.0,242.0
584,5.399064913392067,1.0,241.0
585,5.4125991482287645,1.0,240.0
586,5.426133383065462,1.0,241.0
587,5.43966761790216,0.9850000143051147,241.0
588,5.453455924987793,0.9850000143051147,239.0
589,5.467259892262518,0.9850000143051147,238.0
590,5.481063859537244,0.968999981880188,237.0
591,5.494867826811969,0.9850000143051147,239.0
592,5.508671794086695,0.968999981880188,239.0
593,5.52247576136142,0.968999981880188,238.0
594,5.536279728636146,0.968999981880188,239.0
595,5.550083695910871,0.968999981880188,240.0
596,5.5638876631855965,0.968999981880188,239.0
597,5.577691630460322,0.968999981880188,241.0
598,5.591495597735047,0.968999981880188,242.0
599,5.605299565009773,0.968999981880188,241.0
600,5.6190876960754395,0.968999981880188,241.0
601,5.632955130189657,0.968999981880188,239.0
602,5.646822564303875,0.968999981880188,240.0
603,5.660689998418093,0.968999981880188,241.0
604,5.6745574325323105,0.968999981880188,239.0
605,5.688424866646528,0.9539999961853027,241.0
606,5.702292300760746,0.968999981880188,240.0
607,5.716159734874964,0.9539999961853027,241.0
608,5.7300271689891815,0.968999981880188,239.0
609,5.743894603103399,0.968999981880188,237.0
610,5.757762037217617,0.968999981880188,240.0
611,5.771629471331835,0.968999981880188,239.0
612,5.784719467163086,0.968999981880188,241.0
613,5.799269166775048,0.968999981880188,238.0
614,5.81381886638701,0.968999981880188,237.0
615,5.8283685659989715,0.968999981880188,235.0
